car_id,model,year,engine_size,horsepower,fuel_type,transmission,drivetrain,mileage_km,fuel_consumption_l_per_100km,price_usd,co2_emissions_g_km,doors,seats,body_type,color,owner_count,accident_history,service_history,country_sold
1627,X7,2024,3.4,284,petrol,automatic,AWD,0,9.3,124684,204,5,5,suv,silver,0,yes,full,USA
1628,X5,2023,3.8,306,petrol,automatic,AWD,0,9.7,99044,209,5,5,suv,black,0,no,full,Spain
1629,i4,2006,0,240,electric,automatic,AWD,156772,0,42565,,4,5,coupe,black,2,no,full,UK
1630,X3,2014,2.2,154,hybrid,automatic,RWD,137507,4.4,40784,85,5,5,suv,black,1,no,full,France
1631,3 Series,2019,2.1,201,diesel,automatic,RWD,77469,7.6,36973,169,4,5,sedan,blue,2,no,full,Italy
1632,1 Series,2014,2.4,214,hybrid,manual,FWD,202968,5,17208,116,5,5,hatchback,red,1,no,full,Turkey
1633,7 Series,2022,3.4,253,petrol,automatic,AWD,30258,9.3,108258,206,4,5,sedan,red,0,no,full,Germany
1634,3 Series,2007,1.9,203,diesel,automatic,AWD,296566,6.2,8375,138,4,5,sedan,white,3,yes,partial,Turkey
1635,5 Series,2012,3.2,284,diesel,automatic,RWD,130725,8.5,33736,197,4,5,sedan,red,3,yes,partial,Italy
1636,3 Series,2023,1.6,161,petrol,manual,RWD,12800,6.5,43001,147,4,5,sedan,silver,0,no,full,Netherlands
1637,i7,2024,0,555,electric,automatic,RWD,0,0,196473,0,4,5,sedan,white,0,no,partial,Germany
1638,3 Series,2021,3.5,306,petrol,manual,RWD,28519,10.2,38580,215,4,5,sedan,red,1,yes,partial,USA
1639,7 Series,2014,0,346,electric,automatic,AWD,141012,0,71227,0,4,4,sedan,,3,no,none,France
1640,5 Series,2023,2,205,petrol,automatic,RWD,3713,7.5,62288,167,4,5,sedan,white,0,no,partial,Germany
1641,5 Series,2019,3.3,305,petrol,automatic,RWD,101892,10.6,53761,233,4,5,sedan,white,2,no,partial,USA
1642,3 Series,2021,1.7,195,diesel,manual,RWD,48704,5.9,39977,125,4,5,sedan,black,1,no,,UK
1643,5 Series,2017,3.7,359,petrol,automatic,RWD,114404,9.9,43678,224,4,5,sedan,grey,2,yes,partial,Germany
1644,1 Series,2015,1.8,142,petrol,automatic,FWD,148186,7,15403,147,5,4,hatchback,black,1,no,full,Netherlands
1645,X7,2020,4.3,338,petrol,automatic,AWD,55723,10.7,112914,237,5,5,suv,black,1,no,partial,USA
1646,X1,2017,2.1,217,petrol,automatic,AWD,64522,7.5,37252,184,5,5,suv,white,2,no,full,Spain
1647,X7,2021,3.5,311,petrol,automatic,AWD,53321,10,118416,203,5,5,suv,,1,no,full,Netherlands
1648,X3,2023,2.5,273,petrol,automatic,RWD,17681,10.2,63482,238,5,5,suv,white,1,no,full,Spain
1649,X3,2016,3.3,280,diesel,automatic,RWD,98935,8.5,51917,172,5,5,suv,white,1,no,full,Germany
1650,5 Series,2005,4,326,hybrid,automatic,AWD,258411,6.9,23824,150,4,5,sedan,red,2,yes,full,France
1651,5 Series,2024,4,335,diesel,automatic,AWD,4822,9.3,79606,204,4,5,sedan,black,1,no,full,Germany
1652,X3,2007,3.4,307,petrol,automatic,AWD,241877,10.2,20227,223,5,5,suv,black,2,yes,none,France
1653,i3,2021,0,150,electric,automatic,RWD,50368,0,50934,0,5,4,hatchback,black,2,no,partial,UK
1654,Z4,2023,2.2,252,petrol,automatic,RWD,0,8.1,73497,164,2,2,convertible,white,1,no,full,France
1655,5 Series,2014,4.1,300,diesel,automatic,RWD,186161,8.9,44365,192,4,5,sedan,silver,2,no,full,France
1656,3 Series,2013,2.5,241,hybrid,automatic,AWD,210933,4.9,18893,93,4,5,sedan,white,2,yes,full,Turkey
1657,X1,2009,2.4,202,hybrid,automatic,FWD,231043,,20562,105,5,5,suv,blue,2,no,partial,USA
1658,X3,2013,3,190,diesel,automatic,RWD,229556,8.2,31892,186,5,5,suv,silver,,no,none,Italy
1659,5 Series,2020,3.5,343,diesel,automatic,AWD,71019,9,63278,208,4,5,sedan,red,0,no,partial,Spain
1660,X1,2024,1.9,146,diesel,automatic,FWD,0,6.4,49080,150,5,5,suv,black,0,no,full,Turkey
1661,1 Series,2008,2.7,253,hybrid,automatic,FWD,195847,5,15073,130,5,5,hatchback,black,,no,full,Spain
1662,X1,2021,2.5,187,hybrid,automatic,FWD,33583,4.8,44880,96,5,5,suv,grey,1,no,full,USA
1663,5 Series,2020,3.4,327,petrol,automatic,RWD,54141,9,50745,197,4,5,sedan,black,2,yes,full,Netherlands
1664,1 Series,2019,1.5,140,diesel,automatic,RWD,65295,6,24457,128,3,4,hatchback,white,1,no,full,Netherlands
1665,i4,2011,0,235,electric,automatic,AWD,137339,0,39596,0,4,5,coupe,red,4,yes,full,USA
1666,X7,2008,3.6,304,diesel,automatic,AWD,300000,8.4,56880,185,5,5,suv,black,4,no,partial,UK
1667,X3,2023,2.4,243,petrol,automatic,AWD,27300,8.3,62592,177,5,5,suv,blue,0,no,full,Turkey
1668,1 Series,2019,2.3,233,diesel,automatic,RWD,104946,7.6,22385,174,5,4,hatchback,silver,4,no,full,France
1669,3 Series,2019,3.5,344,diesel,automatic,RWD,40199,9.5,38403,206,4,5,sedan,black,1,yes,partial,Turkey
1670,X1,2016,1.5,185,diesel,automatic,AWD,101724,,34075,127,5,5,suv,red,1,no,full,Germany
1671,X5,2023,4.3,356,diesel,automatic,AWD,2146,9.6,89079,224,5,5,suv,white,0,no,full,Spain
1672,5 Series,2018,4,350,petrol,automatic,RWD,81550,10.6,51263,234,4,5,sedan,,1,no,none,Netherlands
1673,X7,2009,3.6,318,diesel,automatic,AWD,244914,8.2,62172,165,5,5,suv,black,2,no,partial,Italy
1674,X5,2012,4.1,363,hybrid,automatic,AWD,238549,6.7,53637,142,5,5,suv,white,2,no,full,Turkey
1675,3 Series,2014,2.7,268,petrol,automatic,RWD,124890,9,35801,197,4,5,sedan,white,2,no,full,Netherlands
1676,X1,2005,1.6,146,diesel,automatic,FWD,300000,6.5,6237,139,5,5,suv,silver,4,yes,none,Italy
1677,3 Series,2023,3,226,diesel,automatic,RWD,4002,7.8,43070,160,4,5,sedan,blue,1,no,full,UK
1678,3 Series,2019,3.2,299,diesel,automatic,RWD,69531,8.4,33067,195,4,5,sedan,,1,yes,none,UK
1679,X1,2017,2,165,hybrid,automatic,FWD,27535,4.4,31027,98,5,5,suv,white,1,no,none,Spain
1680,X1,2013,2.3,158,hybrid,automatic,FWD,105684,5.5,26520,130,5,5,suv,grey,2,no,partial,Spain
1681,X3,2013,3.2,305,petrol,automatic,RWD,181243,10.1,39211,215,5,5,suv,blue,4,yes,full,USA
1682,X5,2014,3,277,hybrid,automatic,AWD,193472,5.1,56770,125,5,5,suv,white,,no,full,Spain
1683,5 Series,2017,2.9,310,diesel,,RWD,84585,7.5,47621,178,4,5,sedan,blue,2,no,none,Spain
1684,X1,2014,1.5,182,diesel,automatic,AWD,118433,6.8,27442,150,5,5,suv,red,3,no,none,UK
1685,X1,2018,2.1,161,diesel,automatic,FWD,85914,7.3,29068,149,5,5,suv,white,,yes,partial,Italy
1686,1 Series,2005,2.3,158,hybrid,automatic,RWD,97296,4.8,11328,97,5,5,hatchback,silver,3,no,full,Germany
1687,X1,2019,1.9,191,diesel,automatic,FWD,78465,6.3,38793,133,5,5,suv,black,2,no,full,France
1688,X3,2013,3.4,306,diesel,automatic,RWD,152299,8.5,41680,198,5,5,suv,silver,4,no,none,France
1689,i4,2024,0,285,electric,automatic,RWD,14229,0,86692,0,4,5,coupe,white,0,no,full,Netherlands
1690,X3,2021,2.6,240,hybrid,automatic,AWD,59052,5.4,59643,124,5,5,suv,silver,1,no,partial,Germany
1691,5 Series,2023,3.9,369,hybrid,automatic,RWD,28887,6.2,68437,133,4,5,sedan,white,0,no,full,Spain
1692,X3,2016,2.3,205,diesel,automatic,RWD,148089,,43699,,5,5,suv,black,3,no,full,Spain
1693,X5,2017,4.1,388,hybrid,automatic,AWD,148553,6.8,72124,151,5,5,suv,white,3,no,partial,USA
1694,Z4,2015,2.6,254,petrol,automatic,RWD,112036,8.7,51239,178,2,2,convertible,grey,2,no,full,France
1695,5 Series,2023,2.5,264,petrol,automatic,AWD,0,9.1,66468,201,4,5,sedan,blue,0,no,partial,Netherlands
1696,i7,2019,0,460,electric,automatic,RWD,96593,0,138767,0,4,5,sedan,silver,2,no,full,Turkey
1697,i3,2008,0,222,electric,automatic,RWD,201666,0,25335,0,5,4,hatchback,blue,5,no,partial,Germany
1698,X3,2021,3.1,290,hybrid,automatic,AWD,31648,5.9,60324,134,5,5,suv,black,0,no,full,Spain
1699,X3,2011,2.8,274,diesel,automatic,RWD,275530,7.2,31794,165,5,5,suv,silver,2,no,partial,Germany
1700,X7,2008,3.7,374,petrol,automatic,AWD,225452,10.9,61104,237,5,5,suv,black,4,no,partial,Spain
1701,1 Series,2006,2.9,256,petrol,automatic,FWD,245584,9.1,9757,207,5,4,hatchback,black,3,no,partial,Germany
1702,3 Series,2022,1.8,138,hybrid,automatic,AWD,24857,5.1,39665,97,4,5,sedan,black,1,no,full,Spain
1703,5 Series,2024,2.9,296,diesel,automatic,RWD,0,8.8,60943,184,4,5,sedan,black,0,no,none,USA
1704,5 Series,2022,3.8,370,petrol,automatic,AWD,62948,9.6,60326,221,4,5,sedan,black,1,no,full,Netherlands
1705,i7,2021,0,478,electric,automatic,RWD,4669,0,183873,0,4,4,sedan,blue,1,no,full,Turkey
1706,X3,2007,2.4,279,hybrid,automatic,RWD,234664,4.8,23104,85,5,5,suv,silver,4,no,partial,Turkey
1707,3 Series,2013,3.3,307,hybrid,manual,AWD,139641,6.5,24189,150,4,5,sedan,black,3,yes,full,Turkey
1708,Z4,2020,2.2,227,petrol,automatic,RWD,79328,7.6,60451,174,2,2,convertible,black,0,no,full,USA
1709,7 Series,2016,0,372,electric,automatic,AWD,147080,0,82739,0,4,4,sedan,silver,,,partial,Spain
1710,X5,2024,4.3,291,diesel,automatic,AWD,0,9.4,96154,196,5,5,suv,black,0,no,partial,France
1711,3 Series,2012,2.5,260,petrol,automatic,AWD,220975,8.2,19601,200,4,5,sedan,,3,no,partial,USA
1712,i3,2021,0,205,electric,automatic,RWD,43853,0,48178,0,5,4,hatchback,black,1,yes,full,France
1713,Z4,2014,2.9,260,petrol,automatic,RWD,144507,9.2,41389,206,2,2,convertible,blue,2,,partial,Spain
1714,X1,2009,1.7,159,hybrid,automatic,FWD,300000,4.4,10160,107,5,5,suv,black,3,no,none,France
1715,3 Series,2024,3.1,340,petrol,automatic,AWD,5211,8.8,53116,193,4,5,sedan,white,0,no,full,Spain
1716,X1,2022,2.2,157,hybrid,automatic,FWD,46829,4.4,45312,89,5,5,suv,grey,1,no,full,Germany
1717,i3,2018,0,204,electric,automatic,RWD,107789,0,39508,0,5,4,hatchback,black,4,no,partial,Turkey
1718,i4,2010,0,448,electric,automatic,RWD,208583,0,44462,0,4,5,coupe,silver,5,yes,full,UK
1719,X1,2022,2,248,diesel,automatic,AWD,43236,7.7,42665,174,5,5,suv,red,1,no,full,Turkey
1720,X1,2018,2,186,diesel,automatic,FWD,78073,6.6,35461,138,5,5,suv,black,1,yes,full,France
1721,7 Series,2024,3.4,304,petrol,automatic,RWD,0,9.4,111824,194,4,4,sedan,silver,0,no,full,France
1722,X5,2017,3.9,338,hybrid,automatic,AWD,89790,6.2,73629,145,5,5,suv,blue,2,no,full,France
1723,7 Series,2022,3.6,355,petrol,automatic,RWD,8937,11.5,101879,249,4,4,sedan,blue,1,,partial,USA
1724,X7,2024,3.6,326,diesel,automatic,AWD,0,9,133975,201,5,5,suv,white,0,no,full,Germany
1725,X3,2021,2.6,227,petrol,automatic,RWD,47322,8.2,62066,164,5,5,suv,white,2,no,full,Spain
1726,3 Series,2023,3.1,304,hybrid,automatic,AWD,15022,6.5,41524,132,4,5,sedan,black,,no,partial,Spain
1727,X3,2013,3.2,291,petrol,automatic,RWD,265070,9.2,37555,213,5,5,suv,blue,2,no,full,Spain
1728,X1,2009,1.7,205,diesel,automatic,FWD,177476,6,20568,124,5,5,suv,black,5,no,partial,USA
1729,3 Series,2016,3.5,314,diesel,automatic,RWD,86142,8.6,36616,187,4,5,sedan,grey,1,no,full,Italy
1730,X1,2024,2.4,195,hybrid,automatic,FWD,0,,45729,117,5,5,suv,black,0,no,full,Turkey
1731,i4,2018,0,377,electric,automatic,AWD,61523,0,65234,0,4,5,coupe,,1,no,partial,Germany
1732,5 Series,2015,4.4,401,petrol,automatic,RWD,111263,11.4,45619,,4,5,sedan,white,2,no,partial,France
1733,X5,2012,3.1,341,hybrid,automatic,AWD,130375,5.7,54083,120,5,5,suv,white,5,no,partial,UK
1734,X1,2010,2.2,183,hybrid,automatic,AWD,210354,5.7,18204,114,5,5,suv,red,2,no,none,UK
1735,1 Series,2017,2.9,252,hybrid,automatic,FWD,87865,5.6,23044,121,5,4,hatchback,blue,2,no,full,Spain
1736,1 Series,2017,1.7,131,hybrid,automatic,RWD,109234,3.9,18516,87,3,5,hatchback,grey,3,no,partial,UK
1737,X1,2013,1.7,131,hybrid,automatic,FWD,160458,3.5,22451,61,5,5,suv,black,3,no,full,Spain
1738,1 Series,2019,2.2,207,hybrid,automatic,RWD,76837,5,25486,103,5,4,hatchback,grey,2,no,partial,USA
1739,7 Series,2012,3.3,316,diesel,automatic,RWD,222664,8.4,62878,202,4,4,sedan,white,3,no,partial,Turkey
1740,i7,2018,0,397,electric,automatic,AWD,114447,0,112088,0,4,5,sedan,black,1,no,none,France
1741,i3,2024,0,181,electric,automatic,RWD,23599,0,61312,0,5,4,hatchback,silver,0,no,full,Netherlands
1742,X3,2012,3.4,237,diesel,automatic,AWD,280835,8.9,28330,188,5,5,suv,silver,5,yes,partial,France
1743,i4,2019,0,232,electric,automatic,AWD,64443,0,77114,0,4,5,coupe,silver,1,no,full,Germany
1744,3 Series,2010,2,236,hybrid,automatic,RWD,228307,4.6,14748,120,4,5,sedan,white,2,no,partial,Spain
1745,X3,2017,2.1,149,hybrid,automatic,AWD,162655,,38272,113,5,5,suv,black,1,no,partial,Spain
1746,5 Series,2017,2.2,197,petrol,automatic,RWD,86417,8.5,41044,186,4,5,sedan,black,1,,full,France
1747,i3,2024,0,199,electric,automatic,RWD,15199,0,68152,0,5,4,hatchback,black,0,no,full,Netherlands
1748,1 Series,2020,2.9,240,diesel,manual,RWD,100852,7.9,25325,,3,5,hatchback,white,1,no,partial,UK
1749,X7,2015,4.3,321,hybrid,automatic,AWD,95343,6.9,87954,164,5,5,suv,white,2,yes,full,Spain
1750,X7,2021,3.2,334,diesel,automatic,AWD,30092,8,129230,165,5,5,suv,grey,1,no,full,Netherlands
1751,5 Series,2017,4.1,297,diesel,automatic,RWD,144458,9.7,33016,214,4,5,sedan,white,3,yes,none,Turkey
1752,X5,2020,3.1,308,hybrid,automatic,AWD,60908,5.9,88538,123,5,5,suv,black,0,no,full,Italy
1753,7 Series,2009,0,456,electric,automatic,AWD,150872,0,65744,0,4,4,sedan,black,3,no,,Spain
1754,3 Series,2020,2.4,183,petrol,automatic,RWD,88478,8.4,37311,187,4,5,sedan,white,1,no,partial,UK
1755,1 Series,2023,2.6,252,petrol,automatic,RWD,13460,8.5,33221,204,3,4,hatchback,red,0,no,full,UK
1756,3 Series,2012,2.3,214,diesel,automatic,RWD,242657,7.8,14386,175,4,5,sedan,white,5,no,full,Turkey
1757,X7,2018,3.7,395,petrol,automatic,AWD,169358,10.2,98997,225,5,5,suv,grey,2,no,full,Turkey
1758,3 Series,2017,1.7,142,diesel,automatic,AWD,112736,6.8,24052,150,4,5,sedan,red,1,no,partial,Turkey
1759,3 Series,2019,3.2,272,hybrid,automatic,AWD,94433,6.3,34762,138,4,5,sedan,silver,3,no,full,Spain
1760,1 Series,2021,2.5,266,diesel,automatic,FWD,57457,7.8,29462,183,3,5,hatchback,black,1,no,full,France
1761,X7,2023,4.3,334,hybrid,automatic,AWD,12981,6.6,114328,145,5,5,suv,grey,0,no,full,Spain
1762,3 Series,2015,1.9,230,diesel,automatic,AWD,118743,6.9,27939,,4,5,sedan,white,1,no,partial,USA
1763,1 Series,2010,1.8,152,hybrid,automatic,RWD,200172,4.6,5297,99,3,4,hatchback,red,4,yes,partial,France
1764,3 Series,2023,3.2,252,hybrid,automatic,RWD,5493,5.2,44427,110,4,5,sedan,red,1,,,France
1765,5 Series,2017,3.8,364,hybrid,automatic,AWD,145896,6.6,50551,135,4,5,sedan,white,2,no,partial,UK
1766,X3,2021,3.1,260,diesel,automatic,AWD,42188,8.2,45216,161,5,5,suv,white,1,no,none,Spain
1767,X7,2008,4.3,339,diesel,automatic,AWD,273615,9.5,50166,206,5,5,suv,white,3,yes,none,Germany
1768,i7,2011,0,345,electric,automatic,AWD,269859,0,75288,0,4,5,sedan,blue,3,yes,full,France
1769,1 Series,2010,2.3,237,petrol,manual,RWD,191961,8.5,11044,177,5,4,hatchback,black,3,yes,full,Germany
1770,i7,2006,0,486,electric,automatic,AWD,149827,0,92213,0,4,5,sedan,red,3,no,full,USA
1771,X3,2024,2.2,200,hybrid,automatic,AWD,0,5.1,69994,120,5,5,suv,silver,0,no,full,Italy
1772,5 Series,2022,3.5,359,hybrid,automatic,AWD,43740,6.8,59730,146,4,5,sedan,blue,1,yes,full,France
1773,X3,2022,2.9,264,hybrid,automatic,AWD,43916,5.5,56298,112,5,5,suv,white,2,no,full,Spain
1774,Z4,2023,2.9,238,petrol,automatic,RWD,38922,9.7,63549,222,2,2,convertible,black,0,no,partial,UK
1775,i7,2018,0,355,electric,automatic,RWD,128977,0,133956,0,4,5,sedan,white,1,no,partial,Germany
1776,5 Series,2015,3.1,241,petrol,automatic,AWD,131731,9.7,37925,221,4,5,sedan,white,2,no,none,France
1777,X7,2022,4.1,387,hybrid,automatic,AWD,15552,6.8,122635,140,5,5,suv,black,1,no,partial,Germany
1778,X3,2007,3.1,319,petrol,automatic,RWD,300000,8,28576,176,5,5,suv,white,5,no,partial,Turkey
1779,5 Series,2018,3.2,306,petrol,automatic,AWD,126155,9.6,54119,210,4,5,sedan,blue,2,no,full,Netherlands
1780,X1,2016,2.3,202,hybrid,automatic,AWD,80030,5.2,40541,106,5,5,suv,silver,2,no,full,USA
1781,1 Series,2022,2.4,252,petrol,automatic,RWD,29141,8.5,31632,179,5,4,hatchback,black,,no,full,USA
1782,7 Series,2011,4.1,341,petrol,automatic,RWD,247411,9.6,52082,220,4,4,sedan,silver,4,yes,none,Spain
1783,X5,2021,3.8,289,hybrid,automatic,AWD,42926,6.2,78615,132,5,5,suv,silver,0,no,full,France
1784,Z4,2009,2.5,167,petrol,automatic,RWD,244491,8.7,22872,200,2,2,convertible,black,3,yes,none,France
1785,X5,2019,4.1,319,diesel,automatic,AWD,67067,10,80211,204,5,5,suv,white,2,no,full,Italy
1786,i3,2018,0,211,electric,automatic,RWD,70087,0,47581,0,5,4,hatchback,black,2,no,full,France
1787,X3,2024,3.4,322,diesel,automatic,AWD,14842,8.3,79007,182,5,5,suv,black,0,no,full,Netherlands
1788,3 Series,2024,1.7,225,hybrid,manual,RWD,21244,4.4,46530,101,4,5,sedan,blue,0,no,full,USA
1789,X3,2024,3.3,345,hybrid,automatic,AWD,8909,6.6,78335,153,5,5,suv,blue,0,no,full,USA
1790,7 Series,2018,0,464,electric,automatic,RWD,77972,0,102828,0,4,4,sedan,silver,1,no,full,Spain
1791,5 Series,2023,3.2,262,diesel,automatic,RWD,0,8.6,63134,205,4,5,sedan,silver,0,no,full,Italy
1792,3 Series,2008,2.7,260,diesel,manual,AWD,300000,7.7,11456,152,4,5,sedan,white,4,yes,none,Germany
1793,X1,2009,2,230,hybrid,automatic,FWD,217242,4.5,21440,108,5,5,suv,white,2,no,partial,Italy
1794,Z4,2020,2,255,petrol,automatic,RWD,75172,8.2,47253,179,2,2,convertible,silver,1,no,none,Turkey
1795,3 Series,2023,1.9,254,petrol,automatic,RWD,39972,8,45161,161,4,5,sedan,blue,0,no,full,Netherlands
1796,X1,2021,1.9,210,petrol,automatic,FWD,37171,7,41276,160,5,5,suv,blue,0,yes,full,Germany
1797,1 Series,2023,2.6,289,diesel,manual,RWD,1207,7,33756,139,3,5,hatchback,blue,0,no,partial,Italy
1798,X7,2020,3.3,320,diesel,automatic,AWD,20040,8.8,103101,199,5,5,suv,black,2,yes,full,Netherlands
1799,3 Series,2014,3.3,287,diesel,automatic,RWD,99925,8,29608,186,4,5,sedan,silver,1,no,full,Italy
1800,5 Series,2018,4.4,417,diesel,automatic,RWD,132361,10.1,49790,219,4,5,sedan,black,4,no,full,Spain
1801,X3,2013,2.6,201,petrol,automatic,RWD,173272,8,43361,163,5,5,suv,white,3,no,full,Germany
1802,X5,2006,3.6,249,petrol,automatic,AWD,278285,9.7,36267,212,5,5,suv,blue,2,yes,partial,UK
1803,7 Series,2016,0,451,electric,automatic,AWD,75120,0,95259,0,4,5,sedan,black,2,no,partial,Italy
1804,3 Series,2012,2.8,208,diesel,automatic,RWD,144626,7.1,21691,166,4,5,sedan,white,4,,partial,France
1805,1 Series,2005,2.3,264,diesel,automatic,FWD,300000,6.4,8009,127,5,5,hatchback,white,4,no,partial,USA
1806,5 Series,2012,2.9,287,hybrid,automatic,RWD,165524,5.8,35603,118,4,5,sedan,white,4,no,full,Turkey
1807,X1,2024,2.2,219,diesel,automatic,FWD,11686,6.6,51546,140,5,5,suv,black,1,no,full,Germany
1808,1 Series,2006,,291,petrol,automatic,FWD,114363,9.4,16429,212,5,5,hatchback,white,2,no,full,Turkey
1809,7 Series,2021,0,380,electric,automatic,AWD,65312,0,114742,0,4,4,sedan,blue,0,no,full,Italy
1810,5 Series,2015,2.7,251,hybrid,automatic,RWD,95029,5.3,43837,119,4,5,sedan,white,1,yes,full,UK
1811,X3,2019,3,319,petrol,automatic,AWD,69695,9.3,54115,201,5,5,suv,grey,2,no,full,Turkey
1812,X1,2022,1.8,162,diesel,automatic,AWD,39436,6.1,45013,144,5,5,suv,black,2,no,full,Spain
1813,5 Series,2014,4.3,346,petrol,automatic,RWD,242102,10.2,48074,214,4,5,sedan,silver,1,no,full,Netherlands
1814,1 Series,2020,2.3,260,petrol,automatic,RWD,8897,9.1,33942,213,3,4,hatchback,black,1,no,full,Netherlands
1815,1 Series,2011,3,305,diesel,manual,FWD,216312,8.2,13454,196,3,5,hatchback,silver,5,yes,partial,France
1816,X7,2020,3.2,377,hybrid,automatic,AWD,67032,6.6,113889,137,5,5,suv,blue,1,no,full,USA
1817,X3,2012,2.4,245,hybrid,automatic,AWD,184507,4.8,38907,112,5,5,suv,grey,3,no,full,UK
1818,i7,2020,0,469,electric,automatic,AWD,73208,0,198562,0,4,5,sedan,black,0,no,full,USA
1819,i4,2022,0,270,electric,automatic,RWD,29386,0,71567,0,4,5,coupe,black,1,yes,full,Germany
1820,3 Series,2020,1.8,249,hybrid,automatic,AWD,98337,4.1,34285,82,4,5,sedan,black,0,no,partial,Spain
1821,5 Series,2012,3.2,307,petrol,automatic,RWD,179199,8.9,40001,206,4,5,sedan,black,4,no,full,Italy
1822,3 Series,2017,3,259,petrol,automatic,RWD,71783,8.4,34067,189,4,5,sedan,grey,3,no,full,Spain
1823,i4,2013,0,359,electric,automatic,AWD,285590,0,38965,0,4,5,coupe,,4,yes,full,Netherlands
1824,X3,2019,2.4,215,diesel,automatic,AWD,51507,7.3,48843,159,5,5,suv,white,4,,partial,Turkey
1825,Z4,2024,2.6,172,petrol,automatic,RWD,8543,8.4,73322,174,2,2,convertible,black,0,no,full,Germany
1826,X1,2007,2.1,207,diesel,automatic,FWD,186054,6.6,17094,133,5,5,suv,silver,4,yes,partial,UK
1827,3 Series,2023,2.4,192,diesel,automatic,RWD,24671,7,34882,137,4,5,sedan,white,0,no,none,Turkey
1828,X3,2014,2.7,265,petrol,automatic,AWD,166256,8.8,35278,196,5,5,suv,grey,,yes,partial,Italy
1829,X1,2021,1.7,182,diesel,automatic,AWD,33137,6,45713,124,5,5,suv,black,1,no,partial,Germany
1830,X1,2020,1.7,227,diesel,automatic,AWD,65789,6,35708,134,5,5,suv,blue,1,yes,full,Netherlands
1831,X1,2019,2.4,273,hybrid,automatic,AWD,66585,5.4,47018,122,5,5,suv,black,2,no,full,Netherlands
1832,3 Series,2019,3,322,petrol,automatic,AWD,92722,9.5,30454,202,4,5,sedan,blue,2,yes,full,Italy
1833,i3,2020,0,197,electric,automatic,RWD,34562,0,51358,0,5,4,hatchback,white,1,no,partial,France
1834,1 Series,2011,2.6,213,hybrid,manual,FWD,276324,6,8923,137,3,4,hatchback,black,3,yes,full,Italy
1835,X3,2023,3.3,349,petrol,automatic,RWD,23975,9.8,71096,220,5,5,suv,white,0,no,full,USA
1836,3 Series,2011,3.4,284,hybrid,manual,RWD,300000,5.8,17909,133,4,5,sedan,white,4,no,partial,Spain
1837,3 Series,2012,1.6,143,petrol,manual,AWD,195202,7,20276,161,4,5,sedan,white,5,no,full,USA
1838,i7,2021,0,577,electric,automatic,RWD,43518,0,172219,0,4,4,sedan,red,0,no,full,USA
1839,1 Series,2021,1.7,199,diesel,automatic,RWD,42225,6.7,31376,135,3,4,hatchback,white,,no,full,UK
1840,X1,2021,1.5,158,diesel,automatic,AWD,55966,5.7,38690,106,5,5,suv,black,,no,full,USA
1841,X5,2019,,309,diesel,automatic,AWD,84900,8.7,69455,196,5,5,suv,white,3,no,full,Turkey
1842,i4,2020,0,263,electric,automatic,RWD,40643,0,73461,0,4,5,coupe,red,,no,full,Italy
1843,1 Series,2009,1.6,148,hybrid,manual,RWD,195060,4.2,6394,93,3,5,hatchback,silver,3,no,,Netherlands
1844,X7,2018,4,314,diesel,automatic,AWD,44957,9.4,88618,199,5,5,suv,grey,3,no,partial,Italy
1845,X5,2022,3.3,329,petrol,automatic,AWD,18866,9.1,69197,189,5,5,suv,black,2,yes,partial,Germany
1846,X7,2023,4.1,397,petrol,automatic,AWD,18170,10.2,122506,215,5,5,suv,grey,0,no,full,Italy
1847,7 Series,2023,0,367,electric,automatic,RWD,44946,,127398,0,4,5,sedan,red,1,no,full,Germany
1848,3 Series,2014,2,226,petrol,automatic,RWD,102338,7.7,31829,165,4,5,sedan,black,2,no,partial,Spain
1849,X1,2011,,175,petrol,automatic,FWD,176675,8,16476,164,5,5,suv,silver,2,yes,none,UK
1850,3 Series,2020,2.3,220,petrol,automatic,AWD,50656,8.4,35990,189,4,5,sedan,black,1,no,full,Turkey
1851,X3,2014,2,216,petrol,automatic,RWD,149682,7.9,39715,172,5,5,suv,red,2,no,full,Spain
1852,i7,2007,0,530,electric,automatic,RWD,176409,0,83590,0,4,5,sedan,silver,4,yes,full,UK
1853,X5,2019,3.3,276,petrol,automatic,AWD,104121,9.2,61079,186,5,5,suv,silver,3,no,partial,France
1854,5 Series,2023,2.6,253,petrol,automatic,AWD,14761,8.8,52299,196,4,5,sedan,black,1,yes,partial,Netherlands
1855,X3,2014,2.1,153,diesel,automatic,RWD,120476,7.4,35924,180,5,5,suv,grey,2,no,partial,Italy
1856,X3,2014,2.8,249,petrol,automatic,RWD,173524,9.2,48839,210,5,5,suv,black,2,no,full,Germany
1857,X5,2020,3,223,hybrid,automatic,AWD,51192,5.6,78269,123,5,5,suv,blue,1,no,full,Italy
1858,X5,2010,3.6,292,diesel,automatic,AWD,270891,9.1,39116,211,5,5,suv,white,4,no,none,Italy
1859,X3,2018,2.4,291,hybrid,automatic,RWD,37840,5,55704,130,5,5,suv,white,2,yes,full,USA
1860,Z4,2008,2.9,290,petrol,automatic,RWD,224837,9.6,28322,215,2,2,convertible,red,4,yes,partial,Netherlands
1861,7 Series,2020,4.7,351,diesel,automatic,AWD,81765,10.5,107725,232,4,4,sedan,black,2,no,full,UK
